"p","q","n"
"a104327986678912875941698066261342353697092714002996152214128728825364351111157","a92518376231788766105969183377651478815901267150366519152609280390236350179041","a9652255923064708030240581060675968110274586765553125231914400411526375339483436500126775795102679554819882024209725764448007168743663272318410744242660437"
"a87186048359575235429654464064148871283657076474872851479055096807433171061943","a95733562710736398614199481893751408102301033984871805831305242387325766740841","a8346631028132692115157359644151228589429877710316180946987237686143839382478976683552204116151261726771416926665374815055755375328787054497703806038914063"
"a111463260698827733707900458147543946633934497986706313024746620922533481725007","a89287268393302373604020320038791406055431458280740119115260194265838987081959","a9952250074008864147902602309345046887249488435107790588376047728100663804624627899572435385254987177058419289882638081040468877867276030906795076608848713"
"a75234822013723838850700442615501938830485819381678327117171239705293781584371","a88738984696199678241175753346633501693935439433850617456842952154920245685397","a6676261719297146394677548031891215898022794868523637419287261228786109204772668039027455226652031828258491852252213861904109646379941323508485507478130287"
"a94717099063575513600816587186726884922630111201011904320904636094886011715781","a103706793893592991250025392604959543711917306458162527164402809001529683207271","a9822806670785255503613992671028525329668185982291649060648679932889855070452228728638540192476637181870908959101356977344132386422064375911549561764643651"
"a90721904484377337586896317230384760583879679400642211307384891848222194305309","a111995408225906670819539092703133967363492286015510166753095954938136310883199","a10160436727759552961472087149062937977568285275848811815666296331540251875492957569310156492594350077916105890261980469675452468335327140929592458044603491"
"a79601119044275618352742398027668093594279263023832854775966365191864886529309","a113350050264686118844867758804248706811751528092884211742456624416506600040909","a9022790844793904809601871042640361244142634226461859833628162763813124412731621753276611311175146060333028957908406658008001493344836774158292582427501881"
"a67831262668915296397313304205037585341072209884806686079209801943746582255371","a78343516843389765946396461611060153407938550711761693436554673809762709695071","a5314139669410560972132668814907476604134734403792782776080483877399779700848130748653054530579024475756303029215662844699660815548223702125431434861976341"
"a99998826004531798898331492273876802291876755004670787224491636295667538198487","a94347448348800735239071482245816804094133587821679700969373513564100296797987","a9434634071403275694331460096427155841763594680576520837035640766560551642623706149506001300228344683082026413987419036390864766249843662859675256548045669"
"a94223996396470615564761873611854342213306692068902462312650187225294138351207","a104698606562993018692101991646014740910056590238302418589701064692336423743041","a9865121127506948934075202861076625405795954687722167139204264261281072144550559655238109087252983074743839509461702876006215190290320219259553967180200487"
"a63573249406797430986117321864351214154982641664223814386631139082938489714259","a79311918075340353637639323452508255867035005295586494350710958522189939577539","a5042116348735097581183558961500133449932255939760427737930956900483558384037211963781884619007674071186622763396165210012873270967647469584247051284428601"
"a103448685255266703573846751395838744209120287964001899738267201151511154836987","a97984758481079794966241883238095511174157851806740185564095693893935195003667","a10136394439922548467272104694526583431977674977522842056065770861191387625446451678059656958302329701083399791442624089285954497416058367490758462252231329"
"a69669718315572148904446818662449417957175734276749708812008041044327751661069","a88599316747437045889772175073617775569032958498959747864919239230170347217809","a6172689440746092987347938755721667803362981166930600554532069644460314148733914726481890544252262816631074985553250204421968123413605799873061382488777821"
"a71894137899697778915887022022394378918350199739338532515260402044019767693677","a87741598800476449941803458373943240177434449568725267904852970679176342788651","a6308106603701411116707178850230939880062776694944740631978659443165867826933613535413145636661546621159731490472113914754475617491983800989555200920059727"
"a69201174370406233275765461667798233662303119283162569790559723467191876948493","a97448882533823540410295961588299264740731683514953289208532545082275233261197","a6743577112424357221515031000421103672780082533960565636662490410876397837099841764404727723483860991913196876206182195339776237136686826789707257184526121"
"a88772061805227805534285499717180980242118258781077699393502231641363935037699","a95761230355776992380372428187462421600532503789893288906326170648353160105683","a8500921859687692244632469855892939919854598333562976494222323126010783588897951218328392679184543895117742110993834322181545739892330621111130525429143417"
"a73921445493870874573130230657902291187993733288402692626981081386371068651251","a112059669927659312135537182892831414996958178198241031398466362702027192988331","a8283612782618629012314350142371711833809916623327290259389454010787341533342725728650443714355278607901477593159901806345927396811620261812471468351552081"
